doc_id,token,lemma,pos
46,data,data,NOUN
46,prevista,prever,VERB
46,ainda,ainda,ADV
46,melhor,bom,ADJ
47,bom,bom,ADJ
47,tenho,ter,VERB
47,opnar,opnar,VERB
48,tem,ter,VERB
48,bíblia,bíblia,NOUN
48,thompson,thompson,VERB
48,dois,dois,NUM
48,tons,ton,NOUN
48,italiano,italiano,ADJ
48,letra,letra,NOUN
48,maior,grande,ADJ
48,extra,extra,NOUN
48,jigante,jigante,ADJ
49,tudo,tudo,PRON
49,certo,certo,ADJ
49,recomendo,recomendar,VERB
49,lojas,loja,NOUN
49,americanas,americano,ADJ
49,ótimo,bom,ADJ
49,atendimento,atendimento,NOUN
50,fiquei,fiquei,VERB
50,satisfeito,satisfeito,ADJ
50,bom,bom,ADJ
50,oproduto,oproduto,NOUN
50,eficiente,eficiente,ADJ
50,bem,bem,ADV
50,bonito,bonito,ADJ
50,da,de o,ADP
50,hora,hora,NOUN
51,excelente,excelente,ADJ
51,produto,produto,NOUN
51,comprar,comprar,VERB
51,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,ADJ
52,recebi,recebi,VERB
52,produto,produto,NOUN
52,dentro,dentro,ADV
52,do,de o,ADP
52,prazo,prazo,NOUN
52,encomendo,encomer,VERB
52,na,em o,ADP
52,dúvida,dúvida,NOUN
53,ótimo,bom,ADJ
53,gostei,gostar,VERB
53,bastante,bastante,ADV
53,do,de o,ADP
53,produto,produto,NOUN
53,recomendo,recomer,VERB
53,ceição,ceição,NOUN
53,soares,soares,ADJ
54,ótimo,bom,ADJ
54,produto,produto,NOUN
54,deixa,deixar,VERB
54,bem,bem,ADV
54,escuro,escuro,ADJ
54,do,de o,ADP
54,jeito,jeito,NOUN
54,esperava,esperar,VERB
54,melhor,bom,ADJ
54,entrega,entrega,NOUN
54,rápida,rápido,ADJ
55,recomendável,recomendável,ADJ
55,excelente,excelente,ADJ
55,produto,produto,NOUN
55,podem,poder,VERB
55,confiar,confiar,VERB
55,entrega,entrega,NOUN
55,rápida,rápido,ADJ
55,nenhum,nenhum,DET
55,problema,problema,NOUN
56,furadeira,furadeira,NOUN
56,brek,brek,ADJ
56,dek,dek,NOUN
56,entrou,entrar,VERB
56,tive,ter,AUX
56,lixar,lixar,VERB
57,comprei,comprei,VERB
57,adorei,adorar,VERB
57,excelente,excelente,ADJ
57,produto,produto,NOUN
57,amei,amei,ADJ
57,super,super,NOUN
57,indico,indico,ADJ
58,escrevi,escrevi,VERB
58,avaliador,avaliador,NOUN
58,quer,querer,VERB
58,façamos,façamos,VERB
58,dissertação,dissertação,NOUN
58,tenho,ter,VERB
58,tempo,tempo,NOUN
58,então,então,ADV
58,avaliarei,avaliarar,VERB
58,nada,nada,PRON
59,letra,letra,NOUN
59,bastão,bastão,ADJ
59,ótimo,bom,ADJ
59,iniciar,iniciar,VERB
59,crianças,criança,NOUN
59,no,em o,ADP
59,mundo,mundo,NOUN
59,das,de o,ADP
59,letras,letra,NOUN
59,profissional,profissional,NOUN
59,da,de o,ADP
59,educação,educação,NOUN
59,inicialmente,inicialmente,ADV
59,prefiro,prefiro,VERB
59,livros,livro,NOUN
59,letra,letra,NOUN
59,bastão,bastão,ADJ
59,filha,filha,NOUN
59,achou,achar,VERB
59,livro,livro,NOUN
59,lindo,lir,VERB
59,nota,nota,NOUN
60,bom,bom,ADJ
60,segundo,segundo,ADJ
60,compro,compro,ADJ
60,mirage,mirage,NOUN
60,agora,agora,ADV
60,quero,querer,VERB
60,rsrsrsr,rsrsrsr,ADJ
61,produto,produto,NOUN
61,qualidade,qualidade,NOUN
61,toalhas,toalho,NOUN
61,bonitas,bonito,ADJ
61,macias,macia,NOUN
61,melhor,bom,ADJ
61,enxuga,enxuga,NOUN
61,bem,bem,ADV
61,comprei,comprei,VERB
61,kit,kit,NOUN
61,experimentar,experimentar,VERB
61,comprei,comprei,VERB
61,kits,kit,ADJ
62,segundos,segunr,VERB
62,queima,queima,NOUN
62,chegou,chegar,VERB
62,liguei,liguar,VERB
62,na,em o,ADP
62,tomada,tomada,NOUN
62,apertei,apertar,VERB
62,botão,botão,NOUN
62,segundos,segunr,VERB
62,rodando,rodar,VERB
62,livre,livre,ADJ
62,queimou,queimar,VERB
63,vez,vez,NOUN
63,compro,compro,ADJ
63,nas,em o,ADP
63,americanas,americana,NOUN
63,gostei,gostar,VERB
63,da,de o,ADP
63,demora,demora,NOUN
63,entrega,entrega,NOUN
63,nao,nao,PRON
63,recebi,recebi,VERB
63,ainda,ainda,ADV
63,site,site,NOUN
63,ruim,ruim,ADJ
63,porque,porque,SCONJ
63,tem,ter,VERB
63,rastreamento,rastreamento,NOUN
63,mantermos,manter,VERB
63,atualizado,atualizar,VERB
63,entrega,entrega,NOUN
63,aguardando,aguardar,VERB
63,dias,dia,NOUN
63,consumidora,consumidor,NOUN
63,comprar,comprar,VERB
63,nada,nada,PRON
63,pelo,por o,ADP
63,site,site,NOUN
63,americanas,americano,ADJ
64,pontos,ponto,NOUN
64,contras,contra,ADJ
64,principal,principal,ADJ
64,tem,ter,VERB
64,som,som,NOUN
64,monitor,monitor,NOUN
64,possui,possuir,VERB
64,caixa,caixa,NOUN
64,som,som,NOUN
64,interno,interno,ADJ
64,restando,restar,VERB
64,apenas,apenas,ADV
64,uso,uso,NOUN
64,headset,headset,NOUN
64,screen,screen,NOUN
64,split,split,ADJ
64,admite,admitir,VERB
64,sistema,sistema,NOUN
64,tela,tela,NOUN
64,cheia,cheio,ADJ
64,usar,usar,VERB
64,tela,tela,NOUN
64,cheia,cheio,ADJ
64,corta,cortar,VERB
64,split,split,NOUN
64,tendo,ter,AUX
64,deixar,deixar,VERB
64,tudo,tudo,PRON
64,modo,modo,NOUN
64,janela,janela,NOUN
64,redimensionado,redimensionar,VERB
64,bom,bom,ADJ
64,media,media,NOUN
64,players,player,ADJ
64,tem,ter,VERB
64,aplicativo,aplicativo,ADJ
64,filme,filme,NOUN
64,do,de o,ADP
64,windows,windows,PROPN
64,muda,mudar,VERB
64,nada,nada,PRON
64,restante,restante,NOUN
64,frame,frame,NOUN
64,rate,ratar,ADJ
64,exemplo,exemplo,NOUN
64,bom,bom,ADJ
65,edição,edição,NOUN
65,edição,edição,NOUN
65,capa,capa,NOUN
65,da,de o,ADP
65,edição,edição,NOUN
65,do,de o,ADP
65,caderno,caderno,NOUN
65,atividades,atividade,NOUN
65,do,de o,ADP
65,presente,presente,NOUN
65,matemática,matemático,ADJ
65,ano,ano,NOUN
66,copos,copo,NOUN
66,posso,poder,VERB
66,acreditar,acreditar,VERB
66,deve,dever,VERB
66,erro,erro,NOUN
66,digitação,digitação,NOUN
66,produto,produto,NOUN
66,otimos,otimo,VERB
66,super,super,ADJ
66,recomendos,recomenr,VERB
66,ese,ese,ADJ
66,valor,valor,NOUN
66,nao,nao,VERB
66,creio,crer,VERB
66,outro,outro,DET
66,lugar,lugar,NOUN
66,deva,devir,VERB
66,barato,barato,NOUN
66,tem,ter,AUX
66,ter,ter,VERB
66,alguma,algum,DET
66,explicação,explicação,NOUN
67,perfume,perfume,NOUN
67,pouco,pouco,DET
67,fraco,fraco,ADJ
67,fixa,fixo,ADJ
67,outro,outro,PRON
67,tenho,ter,VERB
67,bem,bem,ADV
67,melhor,bom,ADJ
67,agradável,agradável,ADJ
67,doline,doline,NOUN
67,do,de o,ADP
67,frasco,frasco,NOUN
67,branco,branco,ADJ
67,entrega,entrega,NOUN
67,rápida,rápido,ADJ
68,avaliações,avaliação,NOUN
68,engraçado,engraçar,VERB
68,solicitei,solicitar,VERB
68,devolução,devolução,NOUN
68,pois,pois,SCONJ
68,veio,vir,VERB
68,cor,cor,NOUN
68,rosa,roso,ADJ
68,da,de o,ADP
68,opção,opção,NOUN
68,escolher,escolher,VERB
68,cor,cor,NOUN
68,no,em o,ADP
68,ato,ato,NOUN
68,da,de o,ADP
68,compra,compra,NOUN
68,ignorada,ignorar,VERB
68,pelas,por o,ADP
68,lojas,loja,NOUN
68,americanas,americano,ADJ
68,pior,pior,ADJ
68,sempre,sempre,ADV
68,indico,indico,ADJ
68,loja,loja,NOUN
68,decepcionada,decepcionar,VERB
69,comprei,comprei,VERB
69,meusmartfone,meusmartfone,ADV
69,tudo,tudo,PRON
69,entrga,entrga,NOUN
69,rapida,rapir,VERB
69,meses,mês,NOUN
69,deu,dar,VERB
69,ploblema,ploblema,NOUN
69,na,em o,ADP
69,entrada,entrada,NOUN
69,do,de o,ADP
69,corregador,corregador,NOUN
69,nao,nao,VERB
69,consigo,consigo,ADJ
69,assistecia,assistecia,NOUN
69,tecnica,tecnico,ADJ
69,nao,nao,VERB
69,funciona,funcionar,VERB
69,pessima,pessimo,ADJ
70,estrelas,estrela,NOUN
70,produto,produto,NOUN
70,satisfez,satisfez,VERB
70,necessidade,necessidade,NOUN
70,gostei,gostar,VERB
70,do,de o,ADP
70,produto,produto,NOUN
71,estrelas,estrela,NOUN
71,satisfez,satisfez,VERB
71,necessidade,necessidade,NOUN
71,produto,produto,NOUN
71,bom,bom,ADJ
71,gostei,gostar,VERB
72,peças,peça,NOUN
72,gostaria,gostar,ADJ
72,saber,saber,VERB
72,peças,peça,NOUN
72,pois,pois,SCONJ
72,queria,querer,VERB
72,finalizar,finalizar,VERB
72,nao,nao,SCONJ
72,quero,querer,VERB
72,finalizar,finalizar,VERB
72,dúvida,dúvida,NOUN
72,obg,obg,AUX
73,dias,dia,NOUN
73,compra,compra,NOUN
73,ainda,ainda,ADV
73,recebi,recebi,VERB
73,produto,produto,NOUN
73,avaliar,avaliar,VERB
73,recebi,recebi,VERB
73,produto,produto,NOUN
73,faz,fazer,VERB
73,dias,dia,NOUN
73,comprei,comprei,VERB
73,agora,agora,ADV
73,única,único,ADJ
73,informação,informação,NOUN
73,tenho,ter,VERB
73,desde,desde,ADP
73,dia,dia,NOUN
73,transporte,transporte,NOUN
74,na,em o,ADP
74,propaganda,propaganda,NOUN
74,litros,litro,NOUN
74,nos,em o,ADP
74,informativos,informativo,NOUN
74,na,em o,ADP
74,verdade,verdade,NOUN
74,litros,litro,NOUN
74,espaço,espaço,NOUN
74,interno,interno,ADJ
74,propaganda,propaganda,NOUN
74,enganosa,enganoso,ADJ
75,dias,dia,NOUN
75,receber,receber,VERB
75,produto,produto,NOUN
75,posso,poder,VERB
75,avaliar,avaliar,VERB
75,produto,produto,NOUN
75,hoje,hoje,ADV
75,dia,dia,NOUN
75,fazem,fazer,VERB
75,dias,dia,NOUN
75,comprei,comprei,VERB
75,porém,porém,CCONJ
75,hoje,hoje,ADV
75,recebi,recebi,VERB
75,entrei,entrar,VERB
75,pedido,pedido,NOUN
75,cancelamento,cancelamento,NOUN
75,pois,pois,SCONJ
75,presente,presente,ADJ
75,do,de o,ADP
75,dia,dia,NOUN
75,das,de o,ADP
75,mães,mães,NOUN
76,ao,a o,SCONJ
76,receber,receber,VERB
76,produto,produto,NOUN
76,verificar,verificar,VERB
76,forro,forro,NOUN
76,da,de o,ADP
76,colcha,colcha,NOUN
76,pequenos,pequeno,ADJ
76,rasgos,rasgo,NOUN
76,todo,todo,DET
76,sujo,sujo,VERB
76,parecendo,parecer,VERB
76,pano,pano,NOUN
76,velho,velho,ADJ
77,relógio,relógio,NOUN
77,lindo,lir,VERB
77,única,único,ADJ
77,coisa,coisa,NOUN
77,achei,achar,VERB
77,estranha,estranho,ADJ
77,ano,ano,NOUN
77,precede,preceder,VERB
77,à,a o,ADP
77,hora,hora,NOUN
77,algarismos,algarisr,VERB
77,grande,grande,ADV
77,do,de o,ADP
77,ano,ano,NOUN
77,luz,luz,NOUN
77,forte,forte,ADJ
78,estrelas,estrela,NOUN
78,bom,bom,ADJ
78,produto,produto,NOUN
78,gostei,gostar,VERB
78,manga,manga,NOUN
78,grande,grande,ADJ
78,tem,ter,AUX
78,levar,levar,VERB
78,na,em o,ADP
78,costura,costura,NOUN
78,fechar,fechar,VERB
78,pouco,pouco,ADV
78,do,de o,ADP
78,tamanho,tamanho,NOUN
79,estrelas,estrela,NOUN
79,ponto,ponto,NOUN
79,vista,vista,NOUN
79,efeito,efeito,NOUN
79,melhor,bom,ADJ
79,utilizaçao,utilizaçao,NOUN
79,desta,de este,ADP
79,maquina,maquina,NOUN
79,necessita,necessitar,ADJ
79,aumento,aumento,NOUN
79,no,em o,ADP
79,comprimento,comprimento,NOUN
79,nos,em o,ADP
79,cabos,cabo,NOUN
79,positivo,positivo,ADJ
79,negativo,negativo,ADJ
79,no,em o,ADP
79,minimo,minimo,ADJ
79,igual,igual,ADJ
79,da,de o,ADP
79,fonte,fonte,NOUN
79,inversora,inversor,ADJ
80,mil,mil,NUM
80,lapiseira,lapiseira,NOUN
80,loucos,louco,ADJ
80,desde,desde,ADP
80,lapiseira,lapiseira,NOUN
80,mil,mil,NUM
80,seiscentos,seiscento,NOUN
80,reais,real,ADJ
80,perderam,perder,VERB
80,noção,noção,NOUN
81,produto,produto,NOUN
81,bom,bom,ADJ
81,tem,ter,VERB
81,varias,varia,NOUN
81,utilidades,utilidades,ADJ
81,preço,preço,NOUN
81,igual,igual,ADJ
82,dias,dia,NOUN
82,produto,produto,NOUN
82,ainda,ainda,ADV
82,noa,noa,VERB
82,entregue,entregar,VERB
82,enquanto,enquanto,ADV
82,americanas,americana,NOUN
82,continuarem,continuar,VERB
82,usando,usar,VERB
82,correios,correio,NOUN
82,dificil,dificil,ADJ
82,dias,dia,NOUN
82,nada,nada,PRON
82,do,de o,ADP
82,produto,produto,NOUN
82,chegar,chegar,VERB
83,dias,dia,NOUN
83,entregar,entregar,VERB
83,recomendo,recomendar,VERB
83,inimigo,inimigo,NOUN
83,demorou,demorar,VERB
83,demais,demais,ADV
83,entregar,entregar,VERB
83,então,então,ADV
83,cancelei,cancelei,NOUN
83,comprei,comprei,VERB
83,na,em o,ADP
83,loja,loja,NOUN
83,física,físico,ADJ
83,parece,parecer,VERB
83,vindo,vir,VERB
83,da,de o,ADP
83,china,china,NOUN
83,parou,parar,VERB
83,curitiba,curitber,PROPN
84,top,top,X
84,sensacional,sensacional,ADJ
84,curti,curtir,VERB
84,joga,jogar,VERB
84,imagem,imagem,NOUN
84,torna,tornar,VERB
84,perfeita,perfeito,ADJ
84,duvidas,duvir,NOUN
84,boa,bom,ADJ
84,escolha,escolha,NOUN
84,samsung,samsung,PROPN
84,recomendo,recomer,VERB
84,escolha,escolha,NOUN
84,todos,todo,PRON
85,hoje,hoje,ADV
85,apareceu,aparecer,VERB
85,listra,listra,NOUN
85,na,em o,ADP
85,tela,tela,NOUN
85,queria,querer,VERB
85,destravar,destravar,VERB
85,senha,senha,NOUN
86,bom,bom,ADJ
86,adorei,adorar,VERB
86,recomendo,recomendo,NOUN
86,maravilhoso,maravilhoso,ADJ
86,comprei,comprei,NOUN
86,respondendo,responder,VERB
86,expectativas,expectativa,NOUN
87,gostei,gostar,VERB
87,vem,vir,VERB
87,son,son,PROPN
87,voz,voz,NOUN
87,consigo,consigir,VERB
87,tirar,tirar,VERB
87,pior,mau,ADJ
87,manual,manual,ADJ
87,escrito,escrito,ADJ
87,outra,outro,DET
87,linguagem,linguagem,NOUN
87,entendo,enter,VERB
87,pedi,pedir,VERB
87,orientao,orientao,VERB
87,faz,fazer,VERB
87,tirar,tirar,VERB
87,sim,sim,ADV
87,ninguém,ninguém,PRON
87,responde,respondir,VERB
88,estrelas,estrela,NOUN
88,bom,bom,ADJ
88,produto,produto,NOUN
88,dentro,dentro,ADV
88,do,de o,ADP
88,esperava,esperar,VERB
88,do,de o,ADP
88,produto,produto,NOUN
88,recomento,recomento,ADJ
88,entregue,entregar,VERB
88,dentro,dentro,ADV
88,prazo,prazo,NOUN
88,recomendo,recomendar,VERB
88,loja,loja,NOUN
89,produto,produto,NOUN
89,bom,bom,ADJ
89,tem,ter,VERB
89,rendimento,rendimento,NOUN
89,excelente,excelente,ADJ
90,bom,bom,ADJ
90,produto,produto,NOUN
90,entrega,entregar,VERB
90,rápida,rápido,ADJ
90,acompanhamento,acompanhamento,NOUN
90,dos,de o,ADP
90,produtos,produto,NOUN
90,boa,bom,ADJ
90,att,att,NOUN
91,gostei,gostar,VERB
91,achava,achar,VERB
91,reforçadas,reforçar,VERB
91,espera,esperar,VERB
91,pouco,pouco,ADV
91,melhor,melhor,ADJ
91,produto,produto,NOUN
92,bom,bom,ADJ
92,gostei,gostar,VERB
92,indico,indico,ADJ
92,pois,pois,SCONJ
92,tem,ter,VERB
92,boa,bom,ADJ
92,qualidades,qualidade,NOUN
92,som,som,NOUN
